,workclass,age,marital_status,occupation,relationship,gender,native_country,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19
15114,0,23,0,3,2,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0
15115,0,29,2,5,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
15116,1,23,2,2,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1
15117,0,37,0,6,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0
15118,1,46,2,6,2,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0
15119,1,43,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
15120,0,41,2,2,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
15121,0,31,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
15122,0,43,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
15123,1,37,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
15124,1,26,1,5,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
15125,0,46,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
15126,0,30,1,2,2,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1
15127,0,47,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
15128,0,34,1,4,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
15129,0,24,0,2,2,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0
15130,0,53,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
15131,0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
15132,0,52,1,2,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1
15133,0,28,1,6,2,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
15134,0,36,2,6,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
15135,1,48,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0
15136,0,24,1,5,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15137,0,59,0,2,2,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
15138,0,53,0,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15139,1,53,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
15140,0,28,0,2,2,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1
15141,1,40,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
15142,0,40,0,3,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1
15143,0,31,2,6,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
15144,0,36,0,2,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1
15145,0,27,2,5,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
15146,0,21,1,4,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
15147,0,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
15148,0,18,1,6,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
15149,1,47,2,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
15150,0,23,1,4,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
15151,0,50,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1
15152,1,40,0,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0
15153,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15154,2,35,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15155,0,48,2,6,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15156,0,22,2,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
15157,2,54,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15158,0,36,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15159,1,46,2,2,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
15160,0,28,2,2,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
15161,0,62,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
15162,0,35,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
15163,1,20,1,5,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
15164,1,49,0,2,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1
15165,0,25,1,6,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1
15166,1,47,0,2,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
15167,0,23,1,2,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1
15168,1,55,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
15169,2,38,0,3,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
15170,1,22,1,4,2,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
15171,0,51,2,2,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
15172,1,59,0,2,2,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
15173,0,20,1,3,2,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1
15174,0,30,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15175,0,19,1,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
15176,0,24,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
15177,0,34,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
15178,0,53,2,4,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15179,0,40,2,3,2,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
15180,0,20,1,5,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0
15181,0,38,2,5,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
15182,0,39,2,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1
15183,2,25,1,1,2,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
15184,1,43,0,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15185,0,20,1,2,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
15186,1,66,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0
15187,0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
15188,0,39,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
15189,0,20,1,3,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1
15190,0,39,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15191,0,20,1,6,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
15192,0,40,1,0,2,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
15193,2,19,1,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
15194,0,43,1,4,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
15195,2,42,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
15196,0,34,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
15197,0,37,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15198,0,17,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15199,1,51,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
15200,0,45,0,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15201,0,41,0,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
15202,0,19,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
15203,1,38,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1
15204,0,19,1,6,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
15205,0,90,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15206,0,36,0,3,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
15207,0,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15208,0,23,1,5,2,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
15209,0,36,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1
15210,0,43,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
15211,0,43,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
15212,0,24,1,6,2,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0
15213,0,40,2,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
15214,1,41,2,2,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
15215,2,79,0,3,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0
15216,1,45,2,6,2,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0
15217,0,41,2,4,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
15218,0,21,1,3,2,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
15219,0,41,2,4,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
15220,1,57,2,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1
15221,0,38,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15222,0,47,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
15223,0,45,2,5,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
15224,0,30,0,6,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15225,0,63,0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
15226,0,23,1,3,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1
15227,0,29,0,6,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
15228,0,17,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15229,1,55,0,0,2,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
15230,0,43,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
15231,0,51,0,6,2,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
15232,0,54,0,2,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1
15233,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
15234,0,18,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15235,0,17,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15236,0,30,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
15237,0,63,0,3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15238,0,57,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1
15239,0,44,2,3,2,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
15240,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0
15241,0,47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
15242,0,25,0,6,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
15243,0,44,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
15244,0,29,1,3,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
15245,1,58,2,2,2,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1
15246,0,30,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
15247,0,33,2,5,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
15248,2,34,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
15249,0,52,2,2,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
15250,0,19,1,4,2,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
15251,0,33,2,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
15252,2,30,0,2,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
15253,0,23,1,5,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
15254,0,54,2,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15255,0,46,0,3,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0
15256,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
15257,0,44,2,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
15258,0,23,1,6,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
15259,0,31,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15260,0,38,0,3,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
15261,1,41,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0
15262,0,19,1,4,2,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
15263,0,60,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
15264,0,59,2,0,2,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
15265,1,23,1,0,2,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
15266,1,48,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1
15267,2,45,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
15268,0,53,2,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
15269,0,37,1,5,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
15270,0,23,1,5,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
15271,0,35,1,2,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
15272,1,39,2,2,2,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
15273,0,19,1,4,2,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1
15274,0,59,2,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
15275,0,26,0,5,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
15276,0,59,0,2,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1
15277,0,39,0,3,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
15278,0,31,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
15279,0,28,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0
15280,0,45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
15281,0,29,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
15282,0,24,1,5,2,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1
15283,1,56,2,6,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
15284,2,50,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
15285,0,20,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15286,2,81,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
15287,0,38,2,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
15288,2,37,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1
15289,2,59,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
15290,0,49,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
15291,0,25,1,6,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
15292,0,56,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
15293,1,37,2,6,2,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
15294,0,33,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
15295,0,36,2,6,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
15296,1,40,1,6,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
15297,0,46,0,2,2,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1
15298,0,34,1,5,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
15299,1,42,0,6,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0
15300,0,42,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
15301,0,19,1,5,2,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
15302,1,54,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
15303,1,40,2,2,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1
15304,0,35,0,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
15305,0,25,1,3,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1
15306,1,54,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
15307,2,46,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0
15308,0,37,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
15309,1,46,2,5,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
15310,2,34,0,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
15311,0,29,1,5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
15312,0,63,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
15313,0,24,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
15314,0,39,0,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
15315,0,41,2,4,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
15316,0,55,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
15317,0,19,1,5,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0
15318,0,55,2,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15319,0,25,1,0,2,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
15320,0,29,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
15321,0,24,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
15322,1,27,0,2,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
15323,0,38,2,5,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
15324,1,70,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0
15325,0,42,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
15326,0,20,1,4,2,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
15327,0,39,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
15328,0,30,1,2,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0
15329,0,64,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15330,0,67,0,2,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1
15331,0,48,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
15332,0,34,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
15333,0,35,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
15334,0,29,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15335,0,19,1,5,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1
15336,0,33,0,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
15337,0,47,0,2,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
15338,0,40,1,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
15339,0,35,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
15340,0,36,2,2,2,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1
15341,1,33,1,2,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
15342,0,32,0,2,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
15343,2,35,0,5,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1
15344,0,54,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
15345,1,37,0,3,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
15346,0,37,0,5,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
15347,0,47,2,3,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
15348,0,31,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
15349,0,54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0
15350,0,21,2,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15351,2,48,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
15352,1,51,2,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1
15353,2,56,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
15354,0,62,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15355,1,25,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
15356,0,23,2,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
15357,0,53,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0
